S.No.,Name,CMP Rs.,IV Rs.,Mar Cap Rs.Cr.,OPM %,P/E,CMP / BV,PEG,ROE %,ROA 12M %,ROE 3Yr %,ROE 5Yr %,Sales Var 3Yrs %,Sales Var 5Yrs %,Profit Var 3Yrs %,Profit Var 5Yrs %,ROCE % 
1,Sanofi Consumer,4595.3,3894.04,10583.26,35.18,45.03,27.56,,113.29,68.09,,,,,,,152.07
2,Wework India,535,227.51,7242.72,63.7,31.02,34,0.98,,3.57,,,35.27,22.95,31.51,20.61,137.07
3,Aqylon Nexus,47.53,,1205.98,4.09,,,,,-6.59,,,,,23.78,13.84,131.18
4,Indosolar,454.2,1817.51,1889.64,39.82,7.66,6.58,0.03,150.63,84.28,,,,,230.81,101.26,123.8
5,Tips Music,665.15,389.54,8502.72,73.44,39.23,32.71,0.94,92.33,61.8,85.73,79.65,26.21,32.91,41.58,38.14,122.19
6,PNGS Reva Diamo.,396.9,,1258.11,30.84,15.65,,,245.41,33.71,,,,,,,115.07
7,P & G Hygiene,10300,2465.15,33434.56,26.78,38.9,35.9,-46.31,75.67,32.72,78.55,68.07,-1.9,2.75,-0.84,8.44,103.79
8,Safe Enterprises,241.3,608.42,1124.57,35.97,20.27,4.93,,77.55,50.13,,,,,,,96.45
9,Waaree Renewab.,1028.15,1954.05,10728.31,19.24,22.41,11.48,0.21,68.89,27.4,70.48,70.87,111.73,203.3,105.48,189.68,83.61
10,RRP Defense,773.95,39.37,1061.77,23.43,491.56,69.95,1.73,87.02,14.46,52.68,38.77,207.33,66.77,284.85,158.76,82.72
11,RRPSemiconductor,9639.05,,13132.24,-689.02,,1404.52,,208.63,41.52,,,,,397.13,179.71,80.21
12,Oswal Pumps,399.75,1802.6,4556.25,25.77,13.05,3.04,0.08,87.5,35.49,81.04,,58.33,,155.09,,77.91
13,GK Energy,126.41,520.28,2563.81,19.54,13.82,3.29,0.04,100.52,33.4,97,,149.56,,340.37,,74.29
14,Shilchar Tech.,5016.3,5405.87,5738.75,31.38,31,13.67,0.26,52.93,37.64,51.88,44.33,51.23,54.29,118.9,151.28,71.3
15,Meghna Infracon,708.75,51.59,1539.67,28.27,210.63,62.84,,52.57,34.74,,,,,,,70.09
16,Esab India,5909.1,2367.3,9095.89,18.43,46.48,21.83,1.67,52.34,29.15,54.13,43.15,15.29,14.5,27.78,19.74,70.03
17,Network People,1212.6,1005.39,2528.35,29.15,73.12,6.07,0.35,56.01,40.09,52.71,47.83,108.03,62.71,211.18,112.63,69.23
18,Dam Capital Advi,157.35,360.81,1112.24,52.26,13.78,3.59,0.2,49.22,33.97,42.97,34.19,38.41,39.96,68.06,70.15,64.78
19,Glaxosmi. Pharma,2472,564.85,41877.17,33.98,41.64,24.52,-2.12,46.87,22.8,36.39,44.83,4.58,3.06,-19.63,43.47,63.25
20,Castrol India,182.79,117.52,18080.17,23.55,18.87,9.51,3.28,45.86,27.26,43.4,44.84,6.22,13.81,5.75,10.45,60.27
21,Ingersoll-Rand,4216,1239.02,13309.07,24.58,48.07,20.47,1.39,45.01,30.02,38.69,32.2,13.67,13.62,34.48,26.3,60.02
22,Page Industries,37665,8345.94,42011.07,22.14,54.22,29.81,5.04,48.54,27.38,44.34,45.37,8.29,10.87,10.75,16.26,59.4
23,Websol Energy,110.85,61.38,4812.7,43.94,20.93,11.95,0.13,80.17,35.66,23.2,16.45,39.23,24.1,159.78,68.54,59.25
24,Swaraj Engines,3863,3499.44,4693.49,13.56,23.61,9.6,1.65,43.79,27.4,41.64,40.79,12.18,15.26,14.29,16.65,58.72
25,Sanofi India,3427.6,1532.82,7893.76,26.74,22.79,10.52,-1.75,43.03,24.17,47.75,36.5,-12.79,-8.74,-13,-7.38,57.51
26,Anand Rathi Wea.,3580.9,1323.57,29728.86,42.6,75.95,29,2.34,45.3,34.03,42.24,41.12,27.24,33.61,32.52,54.69,57.47
27,Tenneco Clean,553.85,130.2,22353.62,16.67,39.57,24.37,,42.63,22.27,37.55,,,,,,57.3
28,Tata Tele. Mah.,44.63,,8724.84,53.87,,,,,-65.81,,,1.6,2.14,7.49,5.17,56.7
29,One Global Serv,556.35,1250.19,1087.27,19.77,17.52,10.73,0.11,42.31,26.38,44.15,43.25,189.11,,158.89,128.82,56.38
30,Gillette India,8095.5,2488.13,26383.23,28.99,42.52,22.69,4.03,41.62,21.84,38.62,36.06,4.09,3.72,10.56,10.45,56.06
31,Shakti Pumps,545.25,907.89,6728.27,20.06,20.42,4.14,0.24,42.64,23.88,29.45,27.28,28.77,45.73,84.74,98.77,55.31
32,Cams Services,760.8,332.8,18866.66,45.61,42.47,16.7,2.91,43.94,30.6,41.63,43.5,15.59,15.06,14.61,21.96,54.75
33,International Ge,347.6,407.56,15021.87,59.94,28.26,10.66,0.94,43,32.62,52.48,,35.78,,30.04,,53.62
34,Accelya Solution,1160.3,979.69,1731.89,35.49,15.29,6.59,0.82,45.47,29.61,43.97,36.5,12.8,5.11,18.76,8.03,53.61
35,Sathlokhar Sys.,404.8,1017.17,1051.61,14.26,15.12,4.88,0.06,40.17,23.14,51.1,46.83,89.71,43.75,264.94,79.58,53.42
36,Saatvik Green,453,1420.9,5757.86,15.28,14.69,4.79,,94.06,18.54,100.25,,,,,,52.33
37,Indian Energy Ex,123.23,103.46,10988.33,84.46,23.2,8.41,1.18,39.4,20.9,39.78,40.44,14.92,13.92,19.63,17.82,51.79
38,Alpex Solar,1035.75,1697.39,2645.62,15.13,14.28,5.59,0.01,47.72,23.71,37.23,30.74,67.65,51.35,1106.25,93.79,50.48
39,Jeena Sikho,633.7,438.79,7876.94,43.93,38.58,22.28,0.38,37.93,32.16,40.07,40.34,47.41,37.81,102.17,72.79,50.24
40,Atlanta Electric,1778.5,830.66,13676.06,17.62,87.57,17.4,0.97,40.8,16.64,39.19,33.34,27.86,18.82,89.88,56.25,50.2
41,Jyoti Resins,856.9,2184.59,1028.28,28.01,14.76,4.06,0.25,37.35,22.39,44.82,42.74,16.01,31.04,58.98,56.41,49.98
42,Euro Pratik Sale,266.84,213.4,2727.1,33.72,37.18,10.21,,39.36,34.1,,,,,,,49.53
43,I R C T C,541.2,406.74,43296,32.89,31.32,10.16,1.27,37.16,19.87,40.37,36.82,35.51,15.6,24.57,20.04,49.03
44,Rajesh Power,1016.9,2323.88,1831.17,12.11,13.27,4.69,0.08,42.65,18.99,44.33,38.75,98.81,,173.42,,48.56
45,Crizac,213.43,616.58,3734.65,25.76,19.25,6.23,0.6,36.27,20.8,49.33,52.75,47.72,,31.96,,47.98
46,P & G Health Ltd,5138.7,2203.32,8529.92,29.81,29.06,13.76,2.96,36.42,24.75,33.02,27.14,-2.53,0.16,9.81,8.11,47.75
47,Canara Robeco,273.37,246.91,5451.47,65.43,27.87,8.03,0.59,36.17,32.03,34.51,30.81,34.94,33.22,46.9,52.34,47.72
48,Prudent Corp.,2804.9,1699.38,11614.16,23.07,54.1,15.23,1.57,34.04,23.01,35.13,35.67,35.24,36.85,34.53,47.65,44.06
49,Ganesh Housing,644.8,1652.9,5376.8,85,12.81,2.43,0.12,37.79,29.12,32.89,23.77,35.82,29.12,103.82,47.57,44.02
50,TAC Infosec,491,404.56,1032.39,57.87,52.78,15.26,,41.27,33.08,,,,,,,43.69
51,Timex Group,337.95,94.09,3411.61,12.61,57.56,28.58,0.51,196.63,13.89,,,26.72,16.39,113.58,81.11,42.56
52,Motherson Wiring,39.9,24.23,26460.33,9.93,42.49,14.36,4.31,35.9,17.64,39.21,,18.26,,9.85,,42.53
53,Oriana Power Ltd,2082.95,3864.78,4232.38,24.1,18.29,6.65,0.1,48.35,17.88,50.73,50.93,99.69,115.44,183.48,188.74,42.31
54,C D S L,1312.8,777.08,27437.52,52.02,57.61,15.75,3,32.7,26.71,29.74,29.41,25.21,36.89,19.22,37.81,41.96
55,Tanfac Inds.,2486.55,956.95,4960.67,17.03,66.28,14.65,3.61,32.05,23.9,30.09,31.89,20.27,27.58,18.37,38.64,41.76
56,K.P. Energy,352.73,705.62,2384.31,20.45,16.06,6.25,0.18,45.44,12.63,41.69,36.39,55.25,65.7,87.58,152.69,41.72
57,JSW Dulux,2947.8,2679.95,13424.37,14.35,35.66,5.96,2.56,32.23,14.76,30.26,26.11,9.12,8.98,13.95,12.53,41.66
58,Frontier Springs,1466.25,820.53,1732.45,25.69,30.72,11.14,0.47,32.04,23.35,20.84,18.33,40.36,18.29,65.7,19.49,41.56
59,Triveni Turbine,569.85,232.23,18115.25,21.66,51.38,13.94,1.21,30.59,18.02,27.28,23.89,33.02,19.65,42.6,23.36,41.36
60,Pace Digitek,173.09,349.08,3736.17,16.53,14.87,2.9,0.08,31.38,11.41,31.52,,81.83,,191.08,,41.31
61,Premier Energies,1007.55,707.13,45737.88,30.92,34.37,13.21,0.12,53.55,17.9,42.94,35.98,106.26,47.08,296.9,90.49,41.12
62,MPS,1612.2,1455.25,2757.8,30.1,16.79,5.63,0.93,30.46,20.33,28.18,24.96,17.43,16.99,18.08,22.03,40.94
63,Hawkins Cookers,7474.27,3662.82,3953.89,14.45,31.44,10.62,2.86,32,20.66,35.17,38.34,5.21,10.61,10.99,9.61,40.91
64,Schneider Elect.,1180.1,158.3,28216.19,14.28,107.83,42.87,1.04,73.96,14.5,109.37,,19.88,13.75,103.48,59.03,40.9
65,Travel Food,1285.2,628.35,16923.45,38.42,40,14.29,0.18,37.62,21.06,38.06,25.14,63.31,16.87,218.59,29.08,40.56
66,Solarworld Ene.,195.13,708.83,1691.24,10.56,20.92,2.26,0.1,40.21,20.43,56.57,,169.63,,215.07,,40.36
67,Danish Power,838.05,987,1650.26,18.5,24.66,4.75,0.21,28.94,20.15,34.32,30.54,41.93,33,118.52,100.5,40.21
68,Action Const.Eq.,907.25,989.02,10803.82,15.42,25.56,6.06,0.45,28.65,16.7,26.79,24.1,26.86,23.54,57.26,51.12,40.11
69,KPIT Technologi.,709.6,586.33,19453.24,19.56,25.56,5.96,0.59,32.5,18.14,30.38,26.71,33.92,22.06,43.2,39.82,40.03
70,Blue Jet Health,403.35,233.64,6996.73,34.45,23.83,5.57,1.32,30.24,24.16,26.75,31.16,14.65,13.86,18.11,15.67,39.75
71,Ashoka Buildcon,133.05,1265.19,3735.02,29.01,3.57,0.89,0.07,54.78,8.69,37.42,40.07,18.71,14.63,49.27,60.11,39.7
72,Bondada Engineer,366.3,309.72,4090.53,11.45,20.97,7.08,0.17,36.24,13.4,34.83,32.28,67.54,46.94,121.74,61.16,39.5
73,Dynacons Sys.,1036.95,1572.12,1320.77,10.28,15.76,4.85,0.25,37.28,10.64,38.82,36.16,24.66,31.03,63.66,63.91,39.17
74,Indrapr.Medical,406.45,320.66,3726.05,18.45,20.37,5.66,0.55,30.04,20.49,28.29,23.24,15.16,10.3,36.9,29.45,39.1
75,Fujiyama Power,302.24,116.51,9260.96,16.15,47.83,17.55,0.63,49.14,19.26,31.32,31.59,44.9,38.77,76.28,70.94,38.88
76,3M India,32635,5260.37,36779.65,19.54,112.26,22.83,5.2,23.85,15.2,23.55,17.54,13.03,9.96,21.57,16.8,38.17
77,Central Mine Pla,180.85,178.8,12912.69,33.57,21.06,5.66,0.77,28.35,20.64,33.06,31.8,18.67,9.25,27.39,14.11,38.07
78,Inox India,1508.6,596.72,13692.58,21.98,54.15,13.97,2.77,28.99,15.35,30.21,30.02,18.61,15.01,19.53,22.9,37.98
79,Indo Tech.Trans.,2402.9,1894.95,2551.88,14.5,28.41,7.86,0.39,25.66,15.5,22.7,17.81,29.75,24.4,73.69,101.56,37.8
80,Benares Hotels,10012.2,7750.56,1301.59,42.62,29.55,7.11,0.3,28.29,24.61,28.73,20.32,39.56,16.31,97.08,31.81,37.33
81,Zen Technologies,1674.4,1267.02,15118.22,39.94,57.64,8.41,0.14,26.08,21.38,25.5,20.62,140.78,45.5,411.28,36.63,37.22
82,Jyothy Labs,259,168.09,9510.86,16.08,27.54,6.61,0.71,29.02,19.5,30.59,27.15,9.05,11.3,38.58,18.03,37.11
83,Blue Cloud Soft.,19.17,32.4,1443.66,10.43,23.5,9.15,,44.47,16.28,,,,,,,37.07
84,Avantel,154.16,45.79,4096.2,22.04,250.99,12.65,5.41,28.12,22.31,31.48,29.57,33.4,,46.42,,37.06
85,Sri Lotus,144.81,237,7077.21,41.19,31.14,4.05,0.15,41.27,23.31,52.18,,84.3,,206.86,,37.06
86,Symphony,794.7,384.68,5457.32,18.28,33.37,6.97,1.25,32.36,19.29,20.89,18.85,14.89,7.4,26.61,5.82,36.8
87,Concord Control,2436.7,1295.4,2530.12,22.78,83.23,17.74,0.79,27.39,23.08,31.27,31.84,57.71,50.92,104.72,84.83,36.78
88,Garden Reach Sh.,2878.7,1528.48,32976.08,10.13,47.86,14.36,1.14,27.6,5.02,22.7,20.16,42.49,28.78,42.06,25.45,36.64
89,Seshaasai Tech.,239.85,615.48,3880.91,25.77,17.3,3.03,0.21,41.45,20.96,43.93,39.31,29.55,,81.28,,36.54
90,Jai Balaji Inds.,71.53,44.51,6525.61,9.02,22.28,2.94,0.18,30.74,15.4,,,11,16.87,125.56,48.19,36.08
91,Afcom Holdings,774.15,1501.45,2018.06,34.41,16.71,8.73,0.15,28.92,22.66,28.61,,70.37,,109.36,,36.05
92,Sudeep Pharma,681.8,603.37,7700.84,38.06,48.89,10.63,1.21,32.77,22.55,,,13.54,32.48,40.46,50.39,35.65
93,The Bombay Burmah,1492.7,2285.67,10414.85,17.7,9.62,1.66,0.06,21.94,17.9,-18.94,-9.05,8.05,9.01,161.44,13.5,35.52
94,Dolat Algotech,77.56,327.39,1365.06,55.97,11.2,1.3,1.28,24,20.82,22.25,27.36,18.05,27.42,8.77,24.84,35.48
95,Transrail Light,576,902.73,7733.15,12.15,17.35,3.73,0.24,21.55,6,20.88,19.25,31.44,23.06,71.36,26.62,35.22
96,C P C L,1035,2527.82,15412.33,7.48,4.97,1.39,-1.18,32.13,16.71,23.48,33.32,-5.86,23.42,-4.22,64.54,35.11
97,Shanthi Gears,469.25,250.11,3599.89,20.68,42.86,8.34,1.37,25.65,20.27,24.9,20.97,21.5,20.07,31.32,30.94,34.87
98,Insolation Ener,144.5,295.7,3184.7,12.17,17.97,4.63,0.11,34.87,22.76,40.01,,83.64,,162.83,,34.73
99,Sharda Motor,845,1239.41,4850.95,12.81,15.01,4.18,0.69,26.54,16.32,28.32,27.4,7.94,26.87,21.66,40.13,34.6
100,Indiamart Inter.,2107.1,1722.29,12660.96,31.23,20.92,5.92,0.99,26.92,13.93,19.67,20.24,22.6,16.79,21.08,29.09,34.24
101,Gokul Agro,226.55,250.7,6685.19,2.59,22.35,5.51,0.86,26.95,6.74,23.46,23.84,23.48,28.47,25.98,66.8,34.2
102,Cigniti Tech.,1136.2,1755.88,3129.89,17.12,10.25,2.77,0.3,25.96,19.67,27.21,27.09,17.5,18.23,34.05,12.67,34.09
103,Reliance Infra.,82.79,1149.55,3383.06,8.46,0.68,0.2,0.01,37.52,12.93,6.71,4.14,7.47,4.1,86.45,37.39,34.01
104,DDev Plastiks,236.24,293.85,2444.53,9.9,12.28,2.67,0.24,24.89,17.31,26.69,26.82,5.34,,50.26,,33.92
105,Marsons,161.04,39.28,2771.5,15.76,84.63,19.84,0.48,36.47,27.38,28.8,23.49,373.09,,177.96,60.7,33.82
106,Shreeji Ship. Gl,373.2,132.87,6080.11,36.12,37.63,8.52,2.61,37.95,18.25,44.65,,2.04,,14.43,,33.65
107,D.P. Abhushan,1114.85,1924.34,2544.97,8.05,13.65,5.02,0.34,35.06,16.4,31.83,32.28,24.15,32.58,40.51,46.52,33.64
108,BLS Internat.,275.53,348.24,11344.7,27.43,17.61,5.33,0.27,34.31,24.22,32.25,28.66,37.17,22.78,65.4,45.73,33.62
109,Ajax Engineering,527.75,464.21,6037.82,12.47,27.02,4.82,0.47,25.07,19.14,24.88,22.34,39.54,23.02,57.74,21.15,33.58
110,Astrazeneca Phar,8500,1828.5,21250,13.2,102.15,26.6,2.36,23.63,13.49,23.2,21.22,28.67,15.59,43.27,19.45,33.4
111,Monarch Networth,294.9,901.89,2337.62,68.46,14.58,2.66,0.36,26.17,14.63,30.07,31,28.69,36.14,40.2,130.66,33.31
112,IIFL Capital,320.06,356.72,9967.78,35.03,17.35,3.54,0.55,31.58,8.57,28.77,27.88,24.86,27.16,31.55,34.67,33.27
113,Jubilant Agri,1708.2,1830.69,2588.35,10.74,20.43,6.24,,31.49,11.93,,,,,,,33.22
114,SRM Contractors,524.5,988.5,1203.42,15.83,14.86,4.02,0.32,27.16,17.11,28.52,30.45,26.06,,46.28,,33.2
115,NBCC,93.2,42.66,25164,4.76,37.9,9.42,1.28,25.54,4.68,23.91,21.01,16.11,8.28,29.6,51.02,33.17
116,Steelcast,287.48,98.43,2909.3,28.45,32.16,8.08,1.09,24.24,20.24,29.84,26.36,7.59,13.4,29.6,55.61,32.94
117,Algoquant Fin,54.55,24.76,1533.38,16.26,85.47,13.61,0.74,38.12,12.53,31.84,27.87,141.82,181.38,115.18,31.03,32.85
118,RPG LifeScience.,2033.1,1790.17,3362.55,20.74,32.01,6.07,1.02,25.53,19.75,25.17,23.97,14.08,11.71,31.46,28.54,32.8
119,Natco Pharma,1093.2,1286.86,19580.29,40.72,12.57,2.26,0.09,28,24.23,23.86,18.26,31.57,18.26,139.37,33.27,32.78
120,KFin Technolog.,956.05,384.69,16496.36,42.29,46.68,11.27,1.61,24.97,20.08,25.02,21.58,19.48,19.38,28.93,134.47,32.75
121,Apar Inds.,11532,5400.36,46322.1,8.46,46.71,9.55,0.97,19.5,7.83,24.67,22.26,25.87,20.14,48.21,43.37,32.7
122,Rajoo Engineers,71.07,79.8,1269.85,22.16,20.7,3.88,0.57,26.12,13.72,18.9,17.96,10.1,20.75,36.61,90.73,32.62
123,CRISIL,4269.4,2115.18,31222.13,29.8,37.19,10.29,5.13,24.46,16.07,26.98,28.27,9.64,12.99,7.25,14.4,32.55
124,Netweb Technol.,3824.8,1295.18,21778.67,13.56,122.47,37.45,1.7,23.93,15.15,29.45,31.29,66.93,49.09,71.9,96.32,32.45
125,Emami,460.15,215.43,20085.55,25.98,25,6.85,-23.15,30.18,22.73,29.69,30.91,6.07,7.49,-1.08,21.3,32.42
126,Ajanta Pharma,2765.3,1365.49,34548.45,26.12,34.05,8.01,3.91,24.91,19.43,22.12,22.44,11.63,12.43,8.71,14.26,32.37
127,Banco Products,606.8,590.27,8679.5,18.25,18.16,5.31,0.51,32.18,16.03,27.89,23.76,17.95,17.7,35.6,38.94,32.36
128,Aditya AMC,1067.65,736.23,30865.37,59.87,31.59,7.63,1.76,25.16,22.91,26.42,27.32,11,8.95,17.9,13.17,32.24
129,Enviro Infra,206.61,574.86,3626.63,26.67,17.22,3.19,0.24,27.39,15.67,35.69,36.84,68.32,58.15,72.13,101.61,31.68
130,Shringar House,202.12,279.04,1949.09,7.32,20.15,3.19,0.45,36.18,19.07,30.08,29.5,20.85,,44.45,,31.55
131,Rajputana Stain.,132.23,,1105.02,7.92,25.97,,0.38,30.12,10.69,30.87,24.19,6.56,16.63,68.48,55.55,31.55
132,Corona Remedies,1633.4,405.72,9989.89,20.12,62.73,15.16,0.12,27.55,17,24.08,19.9,24.68,14.75,538.17,20.43,31.47
133,Unicommerce,102.6,72.42,1153.01,18.56,56.49,6.51,,24.78,10.2,,,,,,,31.37
134,Alldigi Tech,818.7,775.82,1247.56,26.03,16.38,5.04,0.61,27.34,17.54,25,20.61,19.87,13.16,26.79,9.75,31.36
135,Balu Forge,460.1,946.93,5585.24,28.25,21.83,4.24,0.24,25.38,20.75,24.79,24.09,47.8,,89.41,,31.26
136,Raghav Product.,679.4,343.37,3119.26,29.26,56.92,12.76,1.92,25.01,21.27,21.57,21.26,23.22,31.82,29.63,43.08,31.22
137,SML Mahindra,3887.8,1512.15,5625.65,9.81,35.22,10.83,0.35,35.42,11.85,38.17,22.09,15.93,36.86,100.43,26.15,30.92
138,Authum Invest,486.95,1573.43,41353.04,90.44,11.36,2.55,0.13,34.14,31.3,33.48,32.42,71.39,,85.2,208.59,30.85
139,Bajaj Consumer,453.4,141.85,5922.23,18.97,31.14,7.84,2.79,25.31,20.6,19.86,19.65,6.62,4.79,11.18,-3.02,30.6
140,Kingfa Science,4920.4,2923.89,6667.82,12.77,39.69,5.15,0.83,23.21,14.22,22.14,17.56,18.52,18.66,47.72,44.08,30.55
141,I T D C,584.95,116.24,5017.08,15.76,62.64,14.82,0.43,24.21,9.12,20.7,10.91,25.38,10.46,144.73,34.49,30.54
142,Axis Solution,291.7,103.4,1378.58,14.06,50.2,11.24,0.09,39.84,21,18.47,13.24,92.8,42.36,584.12,411.46,30.37
143,TD Power Systems,1112.85,228.89,17384.37,18.41,79.16,18.08,2.02,22.31,14.54,19.41,16.71,17.05,19.95,39.23,55.63,30.35
144,Arkade,116.09,402.7,2155.37,26.04,14.55,2.26,0.3,25.75,17.03,31.59,31.49,44.84,,47.77,,30.3
145,Nirlon,550.02,202.99,4956.78,78,15.07,10.69,0.6,59.88,10,48.83,36.76,18.33,15.46,25.32,14.71,30.18
146,Garuda Cons,170.99,181.12,1590.92,30.28,14.99,4.11,0.39,22.09,15.7,32.71,35.86,42.96,12.67,38.41,102.29,30.09
147,Hexaware Tech.,444.75,420.09,27174.94,14.27,18.73,4.3,1.04,24.86,14.57,23.79,23.13,13.44,16.49,18.05,18.49,30.07
